title,avg_rating,num_ratings,category
Fluke (1995),2.4285714285714284,14,Flop
Fly Away Home (1996),3.6,180,Overhyped
"Fog, The (1980)",2.739130434782609,23,Flop
Fools Rush In (1997),3.0,24,Flop
For Ever Mozart (1996),2.0,3,Flop
For Love or Money (1993),2.8333333333333335,12,Flop
For Richer or Poorer (1997),2.4285714285714284,14,Flop
For Whom the Bell Tolls (1943),4.0,20,Hidden Gem
For the Moment (1994),2.6666666666666665,3,Flop
"Forbidden Christ, The (Cristo proibito, Il) (1950)",2.75,4,Flop
Forbidden Planet (1956),3.8358208955223883,67,Flop
Foreign Correspondent (1940),3.8666666666666667,15,Flop
Foreign Student (1994),2.0,2,Flop
Forget Paris (1995),3.193548387096774,62,Flop
Forrest Gump (1994),3.853582554517134,321,Overhyped
Four Days in September (1997),3.75,12,Flop
Four Rooms (1995),3.033333333333333,90,Flop
Four Weddings and a Funeral (1994),3.6613545816733066,251,Overhyped
"Fox and the Hound, The (1981)",3.1475409836065573,61,Flop
Foxfire (1996),2.933333333333333,15,Flop
Frankie Starlight (1995),2.5,4,Flop
Free Willy (1993),2.4545454545454546,33,Flop
Free Willy 2: The Adventure Home (1995),2.1818181818181817,11,Flop
Free Willy 3: The Rescue (1997),1.7407407407407407,27,Flop
Freeway (1996),3.357142857142857,42,Flop
French Kiss (1995),3.3333333333333335,84,Flop
French Twist (Gazon maudit) (1995),3.2051282051282053,39,Flop
Fresh (1994),4.1,10,Hidden Gem
Friday (1995),3.4615384615384617,26,Flop
Fried Green Tomatoes (1991),3.764705882352941,153,Overhyped
"Frighteners, The (1996)",3.234782608695652,115,Overhyped
Frisk (1995),2.6666666666666665,3,Flop
From Dusk Till Dawn (1996),3.119565217391304,92,Flop
"Fugitive, The (1993)",4.044642857142857,336,Blockbuster
Full Metal Jacket (1987),3.6823529411764704,170,Overhyped
"Full Monty, The (1997)",3.926984126984127,315,Overhyped
Full Speed (1996),3.125,8,Flop
"Funeral, The (1996)",2.4285714285714284,21,Flop
Funny Face (1957),3.6666666666666665,21,Flop
"Further Gesture, A (1996)",1.0,1,Flop
G.I. Jane (1997),3.36,175,Overhyped
Gabbeh (1996),3.3333333333333335,6,Flop
"Game, The (1997)",3.593625498007968,251,Overhyped
Gandhi (1982),4.02051282051282,195,Blockbuster
Gang Related (1997),2.6875,16,Flop
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",3.9166666666666665,24,Flop
Gaslight (1944),3.8857142857142857,35,Flop
"Gate of Heavenly Peace, The (1995)",4.0,1,Hidden Gem
Gattaca (1997),3.5955882352941178,136,Overhyped
"Gay Divorcee, The (1934)",3.8666666666666667,15,Flop
George of the Jungle (1997),2.685185185185185,162,Overhyped
Georgia (1995),2.9,30,Flop
Germinal (1993),3.0,4,Flop
Geronimo: An American Legend (1993),3.111111111111111,9,Flop
Get Shorty (1995),3.550239234449761,209,Overhyped
Get on the Bus (1996),3.3157894736842106,38,Flop
"Getaway, The (1994)",2.3333333333333335,18,Flop
Getting Away With Murder (1996),1.0,1,Flop
Getting Even with Dad (1994),1.6,5,Flop
Ghost (1990),3.4647058823529413,170,Overhyped
"Ghost and Mrs. Muir, The (1947)",3.6511627906976742,43,Flop
"Ghost and the Darkness, The (1996)",3.203125,128,Overhyped
Ghost in the Shell (Kokaku kidotai) (1995),3.6538461538461537,26,Flop
Ghosts of Mississippi (1996),3.4827586206896552,29,Flop
Giant (1956),3.7450980392156863,51,Flop
Gigi (1958),3.658536585365854,41,Flop
Gilligan's Island: The Movie (1998),1.3333333333333333,3,Flop
Girl 6 (1996),2.76,25,Flop
Girl in the Cadillac (1995),1.0,1,Flop
Girls Town (1996),3.0,1,Flop
"Glass Shield, The (1994)",2.0,2,Flop
Glengarry Glen Ross (1992),3.463768115942029,69,Flop
"Glimmer Man, The (1996)",2.75,48,Flop
Glory (1989),4.076023391812866,171,Blockbuster
Go Fish (1994),3.2,15,Flop
"Godfather, The (1972)",4.283292978208232,413,Blockbuster
"Godfather: Part II, The (1974)",4.186602870813397,209,Blockbuster
Gold Diggers: The Secret of Bear Mountain (1995),3.1,10,Flop
Golden Earrings (1947),4.0,2,Hidden Gem
GoldenEye (1995),3.2061068702290076,131,Overhyped
Gone Fishin' (1997),1.8181818181818181,11,Flop
Gone with the Wind (1939),3.871345029239766,171,Overhyped
"Good Man in Africa, A (1994)",3.0,2,Flop
Good Morning (1971),1.0,1,Flop
Good Will Hunting (1997),4.262626262626263,198,Blockbuster
"Good, The Bad and The Ugly, The (1966)",3.8613138686131387,137,Overhyped
GoodFellas (1990),3.9513274336283186,226,Overhyped
"Goofy Movie, A (1995)",2.9,20,Flop
Gordy (1995),1.0,3,Flop
Grace of My Heart (1996),3.25,8,Flop
"Graduate, The (1967)",4.104602510460251,239,Blockbuster
"Grand Day Out, A (1992)",4.106060606060606,66,Hidden Gem
"Grass Harp, The (1995)",3.2222222222222223,9,Flop
Grateful Dead (1995),3.5,4,Flop
Grease (1978),3.347058823529412,170,Overhyped
Grease 2 (1982),2.0,24,Flop
"Great Day in Harlem, A (1994)",5.0,1,Hidden Gem
"Great Dictator, The (1940)",4.021739130434782,46,Hidden Gem
"Great Escape, The (1963)",4.104838709677419,124,Blockbuster
Great Expectations (1998),3.2222222222222223,27,Flop
"Great Race, The (1965)",3.2903225806451615,31,Flop
"Great White Hype, The (1996)",2.7551020408163267,49,Flop
Gridlock'd (1997),3.210526315789474,19,Flop
"Grifters, The (1990)",3.4831460674157304,89,Flop
Grosse Fatigue (1994),3.25,4,Flop
Grosse Pointe Blank (1997),3.675,160,Overhyped
Groundhog Day (1993),3.7642857142857142,280,Overhyped
Grumpier Old Men (1995),3.0405405405405403,148,Overhyped
Guantanamera (1994),3.75,4,Flop
Guilty as Sin (1993),2.1666666666666665,6,Flop
Gumby: The Movie (1995),2.6,5,Flop
Hackers (1995),2.606060606060606,33,Flop
Half Baked (1998),2.5,20,Flop
Halloween: The Curse of Michael Myers (1995),2.2,25,Flop
Hamlet (1996),4.011111111111111,90,Hidden Gem
Hana-bi (1997),3.0,1,Flop
Happy Gilmore (1996),3.389261744966443,149,Overhyped
Hard Eight (1996),4.0,15,Hidden Gem
Hard Rain (1998),2.903225806451613,31,Flop
Hard Target (1993),2.7,40,Flop
Harlem (1993),2.75,4,Flop
Harold and Maude (1971),3.8181818181818183,121,Overhyped
Harriet the Spy (1996),2.7,40,Flop
"Hate (Haine, La) (1995)",3.5,18,Flop
"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,15,Flop
He Walked by Night (1948),4.0,1,Hidden Gem
Head Above Water (1996),3.0,4,Flop
Hear My Song (1991),3.25,8,Flop
Hearts and Minds (1996),3.8,5,Flop
Heat (1995),3.569506726457399,223,Overhyped
Heathers (1989),3.690058479532164,171,Overhyped
Heaven & Earth (1993),2.5555555555555554,9,Flop
Heaven's Prisoners (1996),2.5185185185185186,27,Flop
Heavenly Creatures (1994),3.6714285714285713,70,Flop
Heavy (1995),2.4,5,Flop
Heavy Metal (1981),3.26027397260274,73,Flop
Heavyweights (1994),2.1538461538461537,13,Flop
Hedd Wyn (1992),1.0,1,Flop
Heidi Fleiss: Hollywood Madam (1995) ,2.6923076923076925,13,Flop
Hellraiser: Bloodline (1996),2.0,18,Flop
Henry V (1989),4.137096774193548,124,Blockbuster
Herbie Rides Again (1974),2.272727272727273,11,Flop
Hercules (1997),3.515151515151515,66,Flop
Here Comes Cookie (1935),2.0,1,Flop
Hideaway (1995),2.4444444444444446,9,Flop
High Noon (1952),4.1022727272727275,88,Hidden Gem
High School High (1996),2.6206896551724137,29,Flop
Higher Learning (1995),3.3333333333333335,30,Flop
Highlander (1986),3.5359477124183005,153,Overhyped
Highlander III: The Sorcerer (1994),2.125,16,Flop
His Girl Friday (1940),4.0,56,Hidden Gem
Hollow Reed (1996),2.3333333333333335,6,Flop
Homage (1995),1.0,1,Flop
Home Alone (1990),3.0875912408759123,137,Overhyped
Home Alone 3 (1997),1.894736842105263,19,Flop
Home for the Holidays (1995),3.1551724137931036,58,Flop
Homeward Bound II: Lost in San Francisco (1996),2.78125,32,Flop
Homeward Bound: The Incredible Journey (1993),3.2131147540983607,61,Flop
Hoodlum (1997),2.9315068493150687,73,Flop
Hoop Dreams (1994),4.094017094017094,117,Blockbuster
"Horse Whisperer, The (1998)",2.7142857142857144,7,Flop
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,9,Hidden Gem
Hostile Intentions (1994),1.0,1,Flop
Hot Shots! Part Deux (1993),2.764705882352941,68,Flop
Hotel de Love (1996),3.25,4,Flop
"Hour of the Pig, The (1993)",3.5714285714285716,14,Flop
House Arrest (1996),2.52,25,Flop
House Party 3 (1994),2.0,9,Flop
"House of Yes, The (1997)",3.0,18,Flop
"House of the Spirits, The (1993)",3.0416666666666665,24,Flop
Houseguest (1994),2.8333333333333335,24,Flop
How to Be a Player (1997),2.761904761904762,21,Flop
How to Make an American Quilt (1995),3.3380281690140845,71,Flop
"Howling, The (1981)",3.026315789473684,38,Flop
"Hudsucker Proxy, The (1994)",3.5545454545454547,110,Overhyped
Hugo Pool (1997),3.2857142857142856,7,Flop
"Hunchback of Notre Dame, The (1996)",3.377952755905512,127,Overhyped
"Hungarian Fairy Tale, A (1987)",1.0,1,Flop
"Hunt for Red October, The (1990)",3.8634361233480177,227,Overhyped
"Hunted, The (1995)",2.0,3,Flop
Hurricane Streets (1998),2.6666666666666665,9,Flop
Hush (1998),2.0,1,Flop
I Can't Sleep (J'ai pas sommeil) (1994),2.6666666666666665,3,Flop
I Don't Want to Talk About It (De eso no se habla) (1993),4.0,1,Hidden Gem
I Know What You Did Last Summer (1997),3.06,100,Overhyped
I Like It Like That (1994),2.3333333333333335,3,Flop
I Love Trouble (1994),2.5,10,Flop
I Shot Andy Warhol (1996),3.3783783783783785,37,Flop
I'll Do Anything (1994),2.6,10,Flop
I'm Not Rappaport (1996),3.0,17,Flop
"I, Worst of All (Yo, la peor de todas) (1990)",1.0,1,Flop
I.Q. (1994),3.3209876543209877,81,Flop
"Ice Storm, The (1997)",3.611111111111111,108,Overhyped
If Lucy Fell (1996),2.7586206896551726,29,Flop
Ill Gotten Gains (1997),2.3333333333333335,3,Flop
Immortal Beloved (1994),3.4603174603174605,63,Flop
In & Out (1997),3.3043478260869565,230,Overhyped
In Love and War (1996),3.4285714285714284,28,Flop
In the Army Now (1994),2.2777777777777777,18,Flop
In the Bleak Midwinter (1995),3.6875,16,Flop
In the Company of Men (1997),3.712121212121212,66,Flop
In the Line of Duty 2 (1987),2.75,4,Flop
In the Line of Fire (1993),3.7928994082840237,169,Overhyped
In the Mouth of Madness (1995),2.8846153846153846,26,Flop
In the Name of the Father (1993),3.911764705882353,102,Overhyped
In the Realm of the Senses (Ai no corrida) (1976),2.0,9,Flop
Incognito (1997),3.5,10,Flop
Independence Day (ID4) (1996),3.438228438228438,429,Overhyped
Indian Summer (1996),3.25,20,Flop
"Indian in the Cupboard, The (1995)",2.8205128205128207,39,Flop
Indiana Jones and the Last Crusade (1989),3.930513595166163,331,Overhyped
Infinity (1996),2.6666666666666665,6,Flop
"Inkwell, The (1994)",3.3333333333333335,3,Flop
"Innocent Sleep, The (1995)",2.0,2,Flop
"Innocents, The (1961)",4.25,4,Hidden Gem
"Inspector General, The (1949)",3.7222222222222223,18,Flop
Interview with the Vampire (1994),3.1824817518248176,137,Overhyped
Intimate Relations (1996),3.0,2,Flop
Inventing the Abbotts (1997),3.130434782608696,23,Flop
"Invitation, The (Zaproszenie) (1986)",1.0,1,Flop
"Island of Dr. Moreau, The (1996)",2.1578947368421053,57,Flop
It Could Happen to You (1994),3.652173913043478,46,Flop
It Happened One Night (1934),4.012345679012346,81,Hidden Gem
It Takes Two (1995),2.6666666666666665,3,Flop
It's My Party (1995),3.2857142857142856,21,Flop
It's a Wonderful Life (1946),4.121212121212121,231,Blockbuster
JLG/JLG - autoportrait de décembre (1994),1.0,1,Flop
Jack (1996),3.142857142857143,70,Flop
Jack and Sarah (1995),2.142857142857143,7,Flop
"Jackal, The (1997)",3.1494252873563218,87,Flop
Jackie Brown (1997),3.642857142857143,126,Overhyped
Jackie Chan's First Strike (1996),3.2551724137931033,145,Overhyped
Jade (1995),2.2941176470588234,17,Flop
James and the Giant Peach (1996),3.126984126984127,126,Overhyped
Jane Eyre (1996),3.4761904761904763,63,Flop
Jason's Lyric (1994),3.0,8,Flop
Jaws (1975),3.775,280,Overhyped
Jaws 2 (1978),2.6666666666666665,66,Flop
Jaws 3-D (1983),1.9375,16,Flop
Jean de Florette (1986),4.109375,64,Hidden Gem
Jefferson in Paris (1995),2.0,5,Flop
Jeffrey (1995),3.5294117647058822,34,Flop
"Jerky Boys, The (1994)",2.6666666666666665,3,Flop
Jerry Maguire (1996),3.7109375,384,Overhyped
Jimmy Hollywood (1994),2.875,8,Flop
Jingle All the Way (1996),2.111111111111111,18,Flop
Joe's Apartment (1996),2.2444444444444445,45,Flop
Johnny 100 Pesos (1993),1.5,2,Flop
Johnny Mnemonic (1995),2.6341463414634148,41,Flop
Johns (1996),3.0,1,Flop
"Journey of August King, The (1995)",2.0,4,Flop
"Joy Luck Club, The (1993)",3.6666666666666665,3,Flop
Jude (1996),3.0,23,Flop
Judge Dredd (1995),2.8974358974358974,39,Flop
Judgment Night (1993),2.68,25,Flop
Jumanji (1995),3.3125,96,Flop
"Jungle Book, The (1994)",3.5647058823529414,85,Flop
Jungle2Jungle (1997),2.4393939393939394,132,Overhyped
Junior (1994),3.022222222222222,45,Flop
Jupiter's Wife (1994),4.0,1,Hidden Gem
Jurassic Park (1993),3.7203065134099615,261,Overhyped
"Juror, The (1996)",2.817073170731707,82,Flop
Jury Duty (1995),2.0,14,Flop
Just Cause (1995),3.142857142857143,28,Flop
Kalifornia (1993),3.2203389830508473,59,Flop
Kama Sutra: A Tale of Love (1996),3.3181818181818183,22,Flop
Kansas City (1996),2.260869565217391,23,Flop
Kaspar Hauser (1993),4.25,8,Hidden Gem
Kazaam (1996),1.8,10,Flop
Keys to Tulsa (1997),2.24,25,Flop
Kicked in the Head (1997),2.5714285714285716,7,Flop
Kicking and Screaming (1995),2.923076923076923,13,Flop
"Kid in King Arthur's Court, A (1995)",2.727272727272727,22,Flop
Kids (1995),3.061224489795918,49,Flop
Kids in the Hall: Brain Candy (1996),3.076923076923077,65,Flop
Kika (1993),2.0,2,Flop
Killer (Bulletproof Heart) (1994),2.5,4,Flop
Killer: A Journal of Murder (1995),4.0,1,Hidden Gem
"Killing Fields, The (1984)",4.132231404958677,121,Blockbuster
Killing Zoe (1994),3.475,40,Flop
Kim (1950),3.2857142857142856,7,Flop
King of New York (1990),1.0,1,Flop
King of the Hill (1993),3.5,4,Flop
Kingpin (1996),3.1296296296296298,162,Overhyped
"Kiss Me, Guido (1997)",3.161290322580645,31,Flop
Kiss of Death (1995),2.85,20,Flop
Kiss the Girls (1997),3.4615384615384617,143,Overhyped
Kissed (1996),3.0,6,Flop
Kolya (1996),3.9914529914529915,117,Overhyped
Koyaanisqatsi (1983),3.490566037735849,53,Flop
Kull the Conqueror (1997),2.63768115942029,69,Flop
Kundun (1997),3.6904761904761907,42,Flop
L.A. Confidential (1997),4.161616161616162,297,Blockbuster
Lady of Burlesque (1943),4.0,1,Hidden Gem
Ladybird Ladybird (1994),2.75,4,Flop
Lamerica (1994),3.75,4,Flop
Land Before Time III: The Time of the Great Giving (1995) (V),1.6666666666666667,6,Flop
Land and Freedom (Tierra y libertad) (1995),3.0,1,Flop
Larger Than Life (1996),2.3333333333333335,9,Flop
Lashou shentan (1992),1.0,1,Flop
Lassie (1994),2.2857142857142856,7,Flop
Last Action Hero (1993),2.7457627118644066,59,Flop
Last Dance (1996),3.111111111111111,9,Flop
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0,4,Flop
Last Man Standing (1996),2.660377358490566,53,Flop
Last Summer in the Hamptons (1995),2.3333333333333335,3,Flop
"Last Supper, The (1995)",3.4482758620689653,58,Flop
"Last Time I Committed Suicide, The (1997)",2.2857142857142856,7,Flop
"Last Time I Saw Paris, The (1954)",3.6666666666666665,3,Flop
"Last of the Mohicans, The (1992)",3.546875,128,Overhyped
Late Bloomers (1996),3.4,5,Flop
Laura (1944),4.1,40,Hidden Gem
Lawnmower Man 2: Beyond Cyberspace (1996),1.7142857142857142,21,Flop
"Lawnmower Man, The (1992)",2.4461538461538463,65,Flop
Lawrence of Arabia (1962),4.23121387283237,173,Blockbuster
"Lay of the Land, The (1997)",2.5,4,Flop
"Leading Man, The (1996)",3.75,4,Flop
Leave It to Beaver (1997),1.8409090909090908,44,Flop
Leaving Las Vegas (1995),3.697986577181208,298,Overhyped
Legal Deceit (1997),3.4,5,Flop
Legends of the Fall (1994),3.45679012345679,81,Flop
"Leopard Son, The (1996)",1.0,1,Flop
"Letter From Death Row, A (1998)",4.333333333333333,3,Hidden Gem
Liar Liar (1997),3.156701030927835,485,Overhyped
Liebelei (1933),1.0,1,Flop
"Life Less Ordinary, A (1997)",3.0754716981132075,53,Flop
Life with Mikey (1993),2.2857142857142856,7,Flop
Lightning Jack (1994),3.0,10,Flop
Like Water For Chocolate (Como agua para chocolate) (1992),3.804054054054054,148,Overhyped
"Line King: Al Hirschfeld, The (1996)",3.0,2,Flop
"Lion King, The (1994)",3.7818181818181817,220,Overhyped
Little Big League (1994),2.875,16,Flop
Little Buddha (1993),3.3181818181818183,22,Flop
Little City (1998),3.5,2,Flop
Little Lord Fauntleroy (1936),3.1666666666666665,12,Flop
Little Odessa (1994),2.6,10,Flop
"Little Princess, A (1995)",3.658536585365854,41,Flop
"Little Princess, The (1939)",3.5555555555555554,9,Flop
"Little Rascals, The (1994)",2.7222222222222223,18,Flop
Little Women (1994),3.676470588235294,102,Overhyped
Live Nude Girls (1995),3.0869565217391304,23,Flop
Living in Oblivion (1995),3.740740740740741,27,Flop
Loaded (1994),2.4,5,Flop
Local Hero (1983),3.9682539682539684,63,Flop
Loch Ness (1995),2.5,4,Flop
"Locusts, The (1997)",2.0,5,Flop
Lone Star (1996),4.053475935828877,187,Blockbuster
"Long Kiss Goodnight, The (1996)",3.4702702702702704,185,Overhyped
Looking for Richard (1996),3.727272727272727,55,Flop
Lord of Illusions (1995),2.4166666666666665,24,Flop
Losing Chase (1996),3.25,8,Flop
Losing Isaiah (1995),3.0,12,Flop
Lost Highway (1997),3.136,125,Overhyped
Lost Horizon (1937),3.9411764705882355,34,Flop
"Lost World: Jurassic Park, The (1997)",2.9430379746835444,158,Overhyped
Lost in Space (1998),3.1666666666666665,18,Flop
Lotto Land (1995),1.0,1,Flop
Love & Human Remains (1993),3.1666666666666665,12,Flop
Love Affair (1994),2.8333333333333335,12,Flop
"Love Bug, The (1969)",2.78,50,Flop
Love Is All There Is (1996),3.0,1,Flop
Love Jones (1997),3.0952380952380953,42,Flop
Love Serenade (1996),3.0,4,Flop
Love and Death on Long Island (1997),2.5,2,Flop
Love and Other Catastrophes (1996),2.857142857142857,7,Flop
Love and a .45 (1994),3.125,8,Flop
Love in the Afternoon (1957),3.9,10,Flop
Love! Valour! Compassion! (1997),3.6153846153846154,26,Flop
Lover's Knot (1996),2.0,3,Flop
"Low Down Dirty Shame, A (1994)",2.5,10,Flop
"Low Life, The (1994)",1.0,1,Flop
M (1931),4.0,44,Hidden Gem
M*A*S*H (1970),3.912621359223301,206,Overhyped
M. Butterfly (1993),3.2222222222222223,18,Flop
MURDER and murder (1996),2.0,1,Flop
Ma vie en rose (My Life in Pink) (1997),3.45,20,Flop
"Machine, The (1994)",1.5,2,Flop
Mad City (1997),3.25531914893617,47,Flop
Mad Dog Time (1996),3.0,1,Flop
Mad Love (1995),2.1538461538461537,13,Flop
Madame Butterfly (1995),3.5714285714285716,7,Flop
Made in America (1993),2.5185185185185186,27,Flop
"Madness of King George, The (1994)",3.769230769230769,91,Flop
Madonna: Truth or Dare (1991),2.4705882352941178,17,Flop
"Magic Hour, The (1998)",3.6,5,Flop
"Magnificent Seven, The (1954)",3.9421487603305785,121,Overhyped
Major Payne (1994),2.473684210526316,19,Flop
Malice (1993),3.1739130434782608,46,Flop
Mallrats (1995),3.4444444444444446,54,Flop
"Maltese Falcon, The (1941)",4.2101449275362315,138,Blockbuster
Mamma Roma (1962),4.0,1,Hidden Gem
"Man Who Knew Too Little, The (1997)",2.923076923076923,52,Flop
"Man Who Would Be King, The (1975)",4.025,80,Hidden Gem
"Man Without a Face, The (1993)",3.5441176470588234,68,Flop
"Man from Down Under, The (1943)",1.0,1,Flop
"Man in the Iron Mask, The (1998)",3.4166666666666665,12,Flop
"Man of No Importance, A (1994)",3.4285714285714284,7,Flop
Man of the House (1995),2.111111111111111,9,Flop
Man of the Year (1995),3.111111111111111,9,Flop
"Manchurian Candidate, The (1962)",4.259541984732825,131,Blockbuster
Manhattan (1979),3.769230769230769,91,Flop
Manhattan Murder Mystery (1993),3.6296296296296298,27,Flop
Manny & Lo (1996),3.1538461538461537,13,Flop
Manon of the Spring (Manon des sources) (1986),4.120689655172414,58,Hidden Gem
Margaret's Museum (1995),4.0,6,Hidden Gem
"Mark of Zorro, The (1940)",3.6153846153846154,13,Flop
Marked for Death (1990),2.5,22,Flop
Marlene Dietrich: Shadow and Light (1996) ,5.0,1,Hidden Gem
Mars Attacks! (1996),2.847926267281106,217,Overhyped
Marvin's Room (1996),3.58974358974359,78,Flop
Mary Poppins (1964),3.7247191011235956,178,Overhyped
Mary Reilly (1996),2.8205128205128207,39,Flop
Mary Shelley's Frankenstein (1994),3.0677966101694913,59,Flop
"Mask, The (1994)",3.193798449612403,129,Overhyped
Mat' i syn (1997),1.0,1,Flop
"MatchMaker, The (1997)",3.176470588235294,51,Flop
Matilda (1996),3.210526315789474,95,Flop
Maverick (1994),3.46875,128,Overhyped
Maximum Risk (1996),2.8,20,Flop
Maya Lin: A Strong Clear Vision (1994),4.5,4,Hidden Gem
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.5,8,Flop
McHale's Navy (1997),2.1884057971014492,69,Flop
Mediterraneo (1991),3.676470588235294,34,Flop
Meet John Doe (1941),3.92,25,Flop
Meet Me in St. Louis (1944),3.3548387096774195,31,Flop
Meet Wally Sparks (1997),2.142857142857143,7,Flop
Men With Guns (1997),3.5,2,Flop
Men in Black (1997),3.745874587458746,303,Overhyped
Men of Means (1998),2.0,2,Flop
Menace II Society (1993),3.46,50,Flop
Mercury Rising (1998),3.4285714285714284,7,Flop
Metisse (Café au Lait) (1993),2.3333333333333335,6,Flop
Metro (1997),2.9166666666666665,36,Flop
Miami Rhapsody (1995),2.6,15,Flop
Michael (1996),3.319327731092437,119,Overhyped
Michael Collins (1996),3.4565217391304346,92,Flop
Microcosmos: Le peuple de l'herbe (1996),3.75,24,Flop
Midnight Dancers (Sibak) (1994),2.8,5,Flop
Midnight in the Garden of Good and Evil (1997),3.1625,80,Flop
Mighty Aphrodite (1995),3.4184782608695654,184,Overhyped
Mighty Morphin Power Rangers: The Movie (1995),2.272727272727273,11,Flop
"Mighty, The (1998)",1.0,3,Flop
Milk Money (1994),2.72972972972973,37,Flop
Mille bolle blu (1993),1.0,1,Flop
Miller's Crossing (1990),3.651685393258427,89,Flop
Mimic (1997),2.742574257425743,101,Overhyped
Mina Tannenbaum (1994),3.6666666666666665,6,Flop
Miracle on 34th Street (1994),3.722772277227723,101,Overhyped
Mirage (1995),3.0,1,Flop
"Mirror Has Two Faces, The (1996)",3.3636363636363638,66,Flop
Mission: Impossible (1996),3.313953488372093,344,Overhyped
"Misérables, Les (1995)",3.619047619047619,21,Flop
Mixed Nuts (1994),2.533333333333333,15,Flop
"Modern Affair, A (1995)",1.0,1,Flop
Moll Flanders (1996),3.5,42,Flop
Mondo (1996),3.0,3,Flop
Money Talks (1997),2.8152173913043477,92,Flop
Money Train (1995),2.511627906976744,43,Flop
"Month by the Lake, A (1995)",3.3333333333333335,9,Flop
Monty Python and the Holy Grail (1974),4.0664556962025316,316,Blockbuster
Monty Python's Life of Brian (1979),3.7471264367816093,174,Overhyped
Moonlight and Valentino (1995),2.5714285714285716,7,Flop
Mortal Kombat (1995),2.877551020408163,49,Flop
Mortal Kombat: Annihilation (1997),1.9534883720930232,43,Flop
"Mostro, Il (1994)",1.0,1,Flop
Mother (1996),3.1301775147928996,169,Overhyped
Mother Night (1996),3.1818181818181817,22,Flop
Mouse Hunt (1997),2.477272727272727,44,Flop
Mr. Holland's Opus (1995),3.7781569965870307,293,Overhyped
Mr. Jones (1993),2.5,2,Flop
Mr. Magoo (1997),1.9166666666666667,12,Flop
Mr. Smith Goes to Washington (1939),4.123809523809523,105,Blockbuster
Mr. Wonderful (1993),3.0,4,Flop
Mr. Wrong (1996),2.3043478260869565,23,Flop
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665,96,Flop
Mrs. Dalloway (1997),3.6,15,Flop
Mrs. Doubtfire (1993),3.4114583333333335,192,Overhyped
Mrs. Parker and the Vicious Circle (1994),3.272727272727273,22,Flop
Mrs. Winterbourne (1996),3.0454545454545454,22,Flop
Much Ado About Nothing (1993),4.0625,176,Blockbuster
Mulholland Falls (1996),2.8780487804878048,82,Flop
Multiplicity (1996),2.8358208955223883,134,Overhyped
Muppet Treasure Island (1996),2.761904761904762,84,Flop
Murder at 1600 (1997),3.0871559633027523,218,Overhyped
Murder in the First (1995),3.6,60,Flop
"Murder, My Sweet (1944)",3.5555555555555554,9,Flop
Muriel's Wedding (1994),3.55,100,Overhyped
Mute Witness (1994),2.9411764705882355,17,Flop
My Best Friend's Wedding (1997),3.36046511627907,172,Overhyped
My Crazy Life (Mi vida loca) (1993),3.1818181818181817,11,Flop
My Fair Lady (1964),3.816,125,Overhyped
My Family (1995),3.6666666666666665,21,Flop
My Favorite Season (1993),3.6666666666666665,3,Flop
My Favorite Year (1982),3.532258064516129,62,Flop
My Fellow Americans (1996),3.1627906976744184,86,Flop
My Left Foot (1989),3.8512396694214877,121,Overhyped
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0,2,Flop
My Life as a Dog (Mitt liv som hund) (1985),3.978494623655914,93,Flop
My Man Godfrey (1936),4.037037037037037,27,Hidden Gem
My Own Private Idaho (1991),3.6333333333333333,30,Flop
Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,130,Overhyped
Nadja (1994),2.25,8,Flop
Naked (1993),3.24,25,Flop
Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174,69,Flop
Naked in New York (1994),1.5,2,Flop
National Lampoon's Senior Trip (1995),2.4285714285714284,7,Flop
Natural Born Killers (1994),2.953125,128,Overhyped
Nell (1994),3.4814814814814814,81,Flop
Nelly & Monsieur Arnaud (1995),3.6666666666666665,3,Flop
Nemesis 2: Nebula (1995),2.0,1,Flop
"Neon Bible, The (1995)",1.75,4,Flop
"Net, The (1995)",3.0083333333333333,120,Overhyped
"NeverEnding Story III, The (1994)",2.1666666666666665,12,Flop
"New Age, The (1994)",1.0,1,Flop
New Jersey Drive (1995),3.0,2,Flop
New York Cop (1996),2.5,2,Flop
"Newton Boys, The (1998)",3.0,4,Flop
"Next Karate Kid, The (1994)",2.4444444444444446,9,Flop
"Next Step, The (1995)",3.0,1,Flop
"Niagara, Niagara (1997)",2.0,1,Flop
Nick of Time (1995),3.0454545454545454,44,Flop
Nico Icon (1995),4.0,2,Hidden Gem
Night Falls on Manhattan (1997),3.375,32,Flop
Night Flier (1997),3.7142857142857144,7,Flop
Night of the Living Dead (1968),3.421875,64,Flop
Night on Earth (1991),3.8333333333333335,36,Flop
"Nightmare Before Christmas, The (1993)",3.5874125874125875,143,Overhyped
"Nightmare on Elm Street, A (1984)",3.171171171171171,111,Overhyped
